segment,from,to,text
159,00:07:37.000,00:07:39.000,像你們來到這裡這個地方的時候
160,00:07:39.000,00:07:41.000,我們要再給大家顧好
161,00:07:41.000,00:07:43.000,顧好中間
162,00:07:43.000,00:07:45.000,讓我們的死亡
163,00:07:45.000,00:07:47.000,可以減輕負擔
164,00:07:47.000,00:07:49.000,不然有一些錢都在你死亡
165,00:07:49.000,00:07:51.000,對不對
166,00:07:51.000,00:07:53.000,你們住在這裡
167,00:07:53.000,00:07:55.000,一些錢也是死亡
168,00:07:55.000,00:07:57.000,我們住在這裡負擔太多
169,00:07:57.000,00:07:59.000,死者也難受
170,00:07:59.000,00:08:01.000,我們越來越多人越來越老
171,00:08:01.000,00:08:03.000,台灣已經想要加以關
172,00:08:03.000,00:08:05.000,老人比較多
173,00:08:05.000,00:08:07.000,所以希望
174,00:08:07.000,00:08:09.000,我們老人在這個地方
175,00:08:09.000,00:08:11.000,中部在這個地方
176,00:08:11.000,00:08:13.000,市長在這個地方我們繼續大家照顧
177,00:08:13.000,00:08:15.000,我等一下會跟大家說
178,00:08:15.000,00:08:17.000,我們要多給大家多照顧一些
179,00:08:17.000,00:08:19.000,謝謝大家
180,00:08:19.000,00:08:21.000,來我們市長
181,00:08:21.000,00:08:23.000,劉部跟阿公阿嬤
182,00:08:23.000,00:08:25.000,暖身一下好不好
183,00:08:25.000,00:08:27.000,動一下
184,00:08:27.000,00:08:29.000,來我們的工作人員就位
185,00:08:29.000,00:08:31.000,阿公阿嬤我們最近
186,00:08:31.000,00:08:33.000,很流行一條歌
187,00:08:33.000,00:08:35.000,有聽過嗎
188,00:08:35.000,00:08:37.000,我們的工作人員一起
189,00:08:37.000,00:08:39.000,我們侯市長請到中間
190,00:08:39.000,00:08:41.000,我們站中間
191,00:08:41.000,00:08:43.000,我會站在你床上
192,00:08:43.000,00:08:45.000,我會站在你床上
193,00:08:45.000,00:08:47.000,哈哈哈
194,00:08:47.000,00:08:49.000,阿公阿嬤
195,00:08:49.000,00:08:51.000,阿公阿嬤暖身一下
196,00:08:51.000,00:08:53.000,來手先借我
197,00:08:53.000,00:08:55.000,先看我
198,00:08:55.000,00:08:57.000,要多大
199,00:08:57.000,00:08:59.000,要多大
200,00:08:59.000,00:09:01.000,好
201,00:09:01.000,00:09:03.000,音樂
202,00:09:03.000,00:09:05.000,米寶星
203,00:09:05.000,00:09:07.000,米寶星
204,00:09:07.000,00:09:09.000,老師好來
205,00:09:09.000,00:09:11.000,踏步喔
206,00:09:11.000,00:09:13.000,前面可以
207,00:09:13.000,00:09:15.000,在
208,00:09:15.000,00:09:17.000,特別大
209,00:09:17.000,00:09:19.000,的花園裡面
210,00:09:19.000,00:09:21.000,挖呀挖呀挖
211,00:09:21.000,00:09:23.000,阿公阿嬤
212,00:09:23.000,00:09:25.000,種小小的種子開小小的花
213,00:09:25.000,00:09:27.000,在大大的
214,00:09:27.000,00:09:29.000,花園裡面
215,00:09:29.000,00:09:31.000,挖呀挖呀挖
216,00:09:31.000,00:09:33.000,種大大的種子開
217,00:09:33.000,00:09:35.000,大大的花
218,00:09:35.000,00:09:37.000,在特別
219,00:09:37.000,00:09:39.000,大的花園裡面
220,00:09:39.000,00:09:41.000,挖呀挖呀挖
221,00:09:41.000,00:09:43.000,種特別大的種子
222,00:09:43.000,00:09:45.000,開特別大的花
223,00:09:45.000,00:09:47.000,在小小的花園裡面
224,00:09:47.000,00:09:49.000,挖呀挖呀挖
225,00:09:49.000,00:09:51.000,種小小的種子開小小的花
226,00:09:51.000,00:09:53.000,在大大的花園裡面
227,00:09:53.000,00:09:55.000,挖呀挖呀挖
228,00:09:55.000,00:09:57.000,種大大的種子開
229,00:09:57.000,00:09:59.000,大大的花
230,00:09:59.000,00:10:01.000,在特別大的花園裡面
231,00:10:01.000,00:10:03.000,挖呀挖呀挖
232,00:10:03.000,00:10:05.000,種大大的種子開
233,00:10:05.000,00:10:07.000,大大的花
234,00:10:07.000,00:10:09.000,在特別大的花園裡面
235,00:10:09.000,00:10:11.000,挖呀挖呀挖
236,00:10:11.000,00:10:13.000,種特別大的種子
237,00:10:13.000,00:10:15.000,開特別大的花
238,00:10:15.000,00:10:17.000,在小小的花園裡面
239,00:10:17.000,00:10:19.000,挖呀挖呀挖
240,00:10:19.000,00:10:21.000,種小小的種子
241,00:10:21.000,00:10:23.000,開小小的花
242,00:10:23.000,00:10:25.000,種小小的種子
243,00:10:25.000,00:10:27.000,開小小的花
244,00:10:27.000,00:10:29.000,阿公阿嬤
245,00:10:29.000,00:10:30.000,阿公阿嬤
246,00:10:30.000,00:10:31.000,大家一起拍拍
247,00:10:31.000,00:10:33.000,洪市長很厲害喔
248,00:10:33.000,00:10:35.000,我沒有鬼作呢
249,00:10:35.000,00:10:37.000,來 那我們
250,00:10:37.000,00:10:39.000,市長這邊 來我們三姐請出來
251,00:10:39.000,00:10:41.000,阿公阿嬤有
252,00:10:41.000,00:10:43.000,手語歌
253,00:10:43.000,00:10:45.000,但是洪市長這個很簡單
254,00:10:45.000,00:10:47.000,小星星跟桃花過渡
255,00:10:47.000,00:10:49.000,那先桃花過渡嘛
256,00:10:49.000,00:10:51.000,好
257,00:10:51.000,00:10:53.000,我們現在
258,00:10:53.000,00:10:55.000,今天是十月十七
259,00:10:55.000,00:10:57.000,十三 什麼日子
260,00:10:57.000,00:10:59.000,大日子
261,00:10:59.000,00:11:01.000,為什麼大日子
262,00:11:01.000,00:11:03.000,幾斤來加
263,00:11:03.000,00:11:05.000,我們一家嘛
264,00:11:05.000,00:11:07.000,讓我們心來怎樣
265,00:11:07.000,00:11:09.000,很開心喔
266,00:11:09.000,00:11:11.000,來 一二三
267,00:11:11.000,00:11:13.000,歡迎下喔 一二三
268,00:11:13.000,00:11:15.000,十月十八
269,00:11:15.000,00:11:17.000,好
270,00:11:17.000,00:11:19.000,幾斤
271,00:11:19.000,00:11:21.000,幾斤來加
272,00:11:21.000,00:11:23.000,我們一家
273,00:11:23.000,00:11:25.000,讓我心來
274,00:11:25.000,00:11:27.000,很開心
275,00:11:27.000,00:11:29.000,讓我心來
276,00:11:29.000,00:11:31.000,很開心
277,00:11:31.000,00:11:33.000,阿里度
278,00:11:33.000,00:11:35.000,阿里度
279,00:11:35.000,00:11:37.000,阿里度
280,00:11:37.000,00:11:39.000,阿里度
281,00:11:39.000,00:11:41.000,阿里度
282,00:11:41.000,00:11:43.000,阿里度
283,00:11:43.000,00:11:45.000,十月十三
284,00:11:45.000,00:11:47.000,十三
285,00:11:47.000,00:11:49.000,幾斤
286,00:11:49.000,00:11:51.000,幾斤來加
287,00:11:51.000,00:11:53.000,我們一家
288,00:11:53.000,00:11:55.000,讓我心來
289,00:11:55.000,00:11:57.000,很開心喔
290,00:11:57.000,00:11:59.000,讓我心來
291,00:11:59.000,00:12:01.000,很開心
292,00:12:01.000,00:12:03.000,阿里度
293,00:12:03.000,00:12:05.000,阿里度
294,00:12:05.000,00:12:07.000,十月十三
295,00:12:07.000,00:12:09.000,十月十三
296,00:12:09.000,00:12:11.000,大日子
297,00:12:11.000,00:12:13.000,阿里度
298,00:12:13.000,00:12:15.000,阿里度
299,00:12:15.000,00:12:17.000,十月十三
300,00:12:17.000,00:12:19.000,十月十三
301,00:12:19.000,00:12:25.780,一隻雀雀來跟咱一家
302,00:12:25.780,00:12:31.120,給我心內的一發意
303,00:12:31.120,00:12:35.800,給我心內的一發意
304,00:12:35.800,00:12:38.800,阿里多(阿里多)
305,00:12:38.800,00:12:48.800,阿里多(阿里多)
306,00:12:48.800,00:12:53.800,一山一山兩斤斤
307,00:12:53.800,00:12:58.800,滿天都是小星星
308,00:12:58.800,00:13:03.800,花在天邊彎彎臉
309,00:13:03.800,00:13:08.800,好想請做小眼睛
310,00:13:08.800,00:13:13.800,一山一山兩斤斤
311,00:13:13.800,00:13:18.800,滿天都是小星星
312,00:13:18.800,00:13:23.800,一山一山兩斤斤
313,00:13:23.800,00:13:29.800,滿天都是小星星
314,00:13:29.800,00:13:34.800,花在天空放光明
315,00:13:34.800,00:13:39.800,好想請做小心情
316,00:13:39.800,00:13:44.800,一山一山兩斤斤
317,00:13:44.800,00:13:49.800,滿天都是小星星
318,00:13:49.800,00:13:51.800,好棒喔
319,00:13:51.800,00:13:54.800,這個是我們阿公阿嬤在約翰熱火
320,00:13:54.800,00:13:56.800,每天日常活動
321,00:13:56.800,00:13:57.800,然後每天練習
322,00:13:57.800,00:14:00.800,然後這到侯市長來裝甲
323,00:14:00.800,00:14:03.800,這兩甲都加一件演練一下
324,00:14:03.800,00:14:06.800,然後侯市長還有喔
325,00:14:06.800,00:14:09.800,我們還有一個90歲的阿公要先唱
326,00:14:09.800,00:14:11.800,愛拼才會贏給你
327,00:14:11.800,00:14:12.800,這個阿公喔
328,00:14:12.800,00:14:15.800,那大家會唱的也一起唱
329,00:14:15.800,00:14:27.800,阿公阿嬤工作人員會唱的一起唱喔
330,00:14:27.800,00:14:28.800,愛拼才會贏
331,00:14:28.800,00:14:50.800,愛拼才會贏
332,00:14:50.800,00:14:55.800,一隻雙手不斷活動
333,00:14:55.800,00:15:01.800,一隻鷺鵰不斷活動
334,00:15:01.800,00:15:07.800,我看是幾十歲的阿嬤
335,00:15:07.800,00:15:13.800,都會唱一首好歌
336,00:15:13.800,00:15:18.800,有情歌就是害羞的夢
337,00:15:18.800,00:15:24.800,有時有時老
338,00:15:24.800,00:15:27.800,好啊好啊
339,00:15:27.800,00:15:33.800,總不會找地方來贏
340,00:15:33.800,00:15:36.800,三尾指定
341,00:15:36.800,00:15:38.800,七尾指定
342,00:15:38.800,00:15:46.800,愛拼才會贏
343,00:15:46.800,00:15:49.800,"好,好聽"
344,00:15:49.800,00:15:51.800,我們用這個
345,00:15:51.800,00:15:53.800,用這個你知道嗎
346,00:15:53.800,00:15:55.800,用這個你知道嗎
347,00:15:55.800,00:16:01.800,一隻雙手不斷活動
348,00:16:01.800,00:16:07.800,一隻鷺鵰不斷活動
349,00:16:07.800,00:16:10.800,如果是希望
350,00:16:10.800,00:16:13.800,為你追夢來
351,00:16:13.800,00:16:18.800,會不會是真正的好人
352,00:16:18.800,00:16:24.800,有情歌就是害羞的夢
353,00:16:24.800,00:16:30.800,有時去有時老
354,00:16:30.800,00:16:33.800,好啊好啊
355,00:16:33.800,00:16:39.800,總不會找地方來贏
356,00:16:39.800,00:16:42.800,三尾指定
357,00:16:42.800,00:16:50.800,情歌就是害羞的夢
358,00:16:50.800,00:16:51.800,你還會唱耶
359,00:16:51.800,00:16:52.800,打鼓一下
360,00:16:52.800,00:16:53.800,打鼓
361,00:16:53.800,00:16:55.800,"打鼓,怎麼還會唱"
362,00:16:55.800,00:16:58.800,你唱歌
363,00:16:58.800,00:17:00.800,你怎麼還會唱
364,00:17:00.800,00:17:02.800,你怎麼才會唱
365,00:17:02.800,00:17:03.800,打嘴巴
366,00:17:03.800,00:17:04.800,打嘴巴
367,00:17:04.800,00:17:05.800,好
368,00:17:05.800,00:17:07.800,再來我們請
369,00:17:07.800,00:17:08.800,好
370,00:17:08.800,00:17:18.800,有情歌就是害羞的夢
371,00:17:18.800,00:17:24.800,有時去有時老
372,00:17:24.800,00:17:27.800,好啊好啊
373,00:17:27.800,00:17:33.800,總不會找地方來贏
374,00:17:33.800,00:17:36.800,三尾指定
375,00:17:36.800,00:17:45.800,情歌就是害羞的夢
376,00:17:45.800,00:17:47.800,"好,謝謝"
377,00:17:47.800,00:17:49.800,有夠好唱
378,00:17:49.800,00:17:50.800,這都很棒
379,00:17:50.800,00:17:51.800,"有,打鼓"
380,00:17:51.800,00:17:54.800,有沒有
381,00:17:54.800,00:17:57.800,大家的手...
382,00:17:57.800,00:17:59.800,手要對身體好
383,00:17:59.800,00:18:00.800,好不好
384,00:18:00.800,00:18:01.800,讓我幫你打一下
385,00:18:01.800,00:18:02.800,報告
386,00:18:02.800,00:18:03.800,董事長
387,00:18:03.800,00:18:05.800,我們有一百歲的阿嬤在這邊
388,00:18:05.800,00:18:07.800,她做第一位
389,00:18:07.800,00:18:08.800,一百歲的阿嬤
390,00:18:08.800,00:18:10.800,前輩阿嬤
391,00:18:10.800,00:18:11.800,前輩喔
392,00:18:11.800,00:18:13.800,情歌如果是你看
393,00:18:13.800,00:18:16.800,你今年幾歲
394,00:18:16.800,00:18:17.800,一百歲
395,00:18:17.800,00:18:18.800,這次一百歲
396,00:18:18.800,00:18:19.800,這樣又繼續
397,00:18:19.800,00:18:20.800,身體好
398,00:18:20.800,00:18:21.800,對啊
399,00:18:21.800,00:18:22.800,你還會打鼓
400,00:18:22.800,00:18:24.800,"打鼓,打這樣"
401,00:18:24.800,00:18:26.800,這樣喔
402,00:18:26.800,00:18:28.800,你做什麼
403,00:18:28.800,00:18:29.800,她還要睡座位
404,00:18:29.800,00:18:30.800,你有幫她打鼓嗎
405,00:18:30.800,00:18:31.800,有
406,00:18:31.800,00:18:32.800,你有幫她打鼓嗎
407,00:18:32.800,00:18:33.800,有啊
408,00:18:33.800,00:18:34.800,她有幫你打鼓
409,00:18:34.800,00:18:35.800,有幫人家打鼓嗎
410,00:18:35.800,00:18:37.800,有幫人家叫名稱
411,00:18:37.800,00:18:39.800,幫人家叫名稱
412,00:18:39.800,00:18:41.800,"阿嬤,一人一間"
413,00:18:41.800,00:18:44.800,一人一間買到
414,00:18:44.800,00:18:45.800,哇
415,00:18:45.800,00:18:47.800,一百歲
416,00:18:47.800,00:18:49.800,哇
417,00:18:49.800,00:18:51.800,我們吃牛肉
418,00:18:51.800,00:18:52.800,裡面有打鼓嗎
419,00:18:52.800,00:18:53.800,裡面有打鼓
420,00:18:53.800,00:18:55.800,都說是打鼓吃
421,00:18:55.800,00:18:56.800,說是
422,00:18:56.800,00:18:59.800,孩子沒有買來
423,00:18:59.800,00:19:02.800,女兒說她吃牛肉
424,00:19:02.800,00:19:04.800,孩子都買牛肉吃
425,00:19:04.800,00:19:05.800,她買牛肉吃
426,00:19:05.800,00:19:07.800,裡面打鼓喝
427,00:19:07.800,00:19:08.800,對不對
428,00:19:08.800,00:19:09.800,公司
429,00:19:09.800,00:19:11.800,打鼓吃
430,00:19:11.800,00:19:12.800,公司打鼓
431,00:19:12.800,00:19:13.800,公司都
432,00:19:13.800,00:19:15.800,孩子都打鼓
433,00:19:15.800,00:19:16.800,"喔,你都"
434,00:19:16.800,00:19:17.800,主宰做年
435,00:19:17.800,00:19:19.800,兩年
436,00:19:19.800,00:19:20.800,過年
437,00:19:20.800,00:19:22.800,我還想說
438,00:19:22.800,00:19:24.800,買雞翅
439,00:19:24.800,00:19:25.800,買雞翅
440,00:19:25.800,00:19:26.800,那個
441,00:19:26.800,00:19:28.800,鴨皮安士
442,00:19:28.800,00:19:30.800,他都
443,00:19:30.800,00:19:32.800,都每次都買一隻牛肉
444,00:19:32.800,00:19:33.800,媽媽吃
445,00:19:33.800,00:19:34.800,"哇,有威風喔"
446,00:19:34.800,00:19:36.800,我怕看不到
447,00:19:36.800,00:19:37.800,嗯
448,00:19:37.800,00:19:38.800,哈哈
449,00:19:38.800,00:19:39.800,真的不容易
450,00:19:39.800,00:19:42.800,"阿嬤,你"
451,00:19:42.800,00:19:44.800,你比較常人家睡
452,00:19:44.800,00:19:46.800,我們幾個會開睡
453,00:19:46.800,00:19:47.800,"喔,這樣喔"
454,00:19:47.800,00:19:48.800,對
455,00:19:48.800,00:19:49.800,"保障照顧,稍微疼痛"
456,00:19:49.800,00:19:50.800,對不對
457,00:19:50.800,00:19:51.800,對啊
458,00:19:51.800,00:19:53.800,"老翁老,我們大家保障照顧"
459,00:19:53.800,00:19:54.800,疼痛
460,00:19:54.800,00:19:55.800,大家去參加
461,00:19:55.800,00:19:57.800,我不太看他們這樣
462,00:19:57.800,00:19:58.800,今天我看很高興
463,00:19:58.800,00:20:00.800,他會打鼓
464,00:20:00.800,00:20:02.800,"喔,會打鼓喔"
465,00:20:02.800,00:20:03.800,很厲害
466,00:20:03.800,00:20:04.800,打鼓
467,00:20:04.800,00:20:06.800,阿嬤100歲在打鼓喔
468,00:20:06.800,00:20:08.800,"打鼓,打一下"
469,00:20:08.800,00:20:09.800,很厲害
470,00:20:09.800,00:20:10.800,"來,打鼓"
471,00:20:10.800,00:20:11.800,好
472,00:20:11.800,00:20:12.800,"打鼓,打鼓"
473,00:20:12.800,00:20:13.800,阿嬤很厲害
474,00:20:13.800,00:20:14.800,很厲害
475,00:20:14.800,00:20:15.800,對嗎
476,00:20:15.800,00:20:17.800,"你打鼓,很開心,對吧"
477,00:20:17.800,00:20:18.800,對
478,00:20:18.800,00:20:19.800,打鼓
479,00:20:19.800,00:20:21.800,"我剛才打鼓,阿嬤很厲害"
480,00:20:21.800,00:20:24.800,黃市長可能要留在我們這邊過夜了
481,00:20:24.800,00:20:25.800,因為
482,00:20:25.800,00:20:26.800,我都打鼓阿嬤
483,00:20:26.800,00:20:27.800,打鼓阿嬤
484,00:20:27.800,00:20:29.800,"你阿嬤100歲,阿嬤100歲"
485,00:20:29.800,00:20:30.800,今天要去參加
486,00:20:30.800,00:20:31.800,好
487,00:20:31.800,00:20:32.800,阿嬤
488,00:20:32.800,00:20:34.800,"阿嬤,一起去參加"
489,00:20:34.800,00:20:35.800,來啦
490,00:20:35.800,00:20:36.800,謝謝
491,00:20:36.800,00:20:37.800,謝謝
492,00:20:37.800,00:20:38.800,謝謝
493,00:20:38.800,00:20:41.800,"來,你先去耕耕"
494,00:20:41.800,00:20:42.800,謝謝
495,00:20:42.800,00:20:44.800,謝謝大家
496,00:20:44.800,00:20:45.800,謝謝大家
497,00:20:45.800,00:20:46.800,喔
498,00:20:46.800,00:20:49.800,我們請黃市長回來台上喔
499,00:20:49.800,00:20:51.800,"來,我們"
500,00:20:51.800,00:20:54.800,"你來參加,還打鼓啊"
501,00:20:54.800,00:20:55.800,阿嬤
502,00:20:55.800,00:20:56.800,阿公、阿嬤
503,00:20:56.800,00:20:58.800,我跟你們保全介紹一下
504,00:20:58.800,00:21:02.800,我們現在就是我們的吳亮儀理事長
505,00:21:02.800,00:21:03.800,來到現場
506,00:21:03.800,00:21:05.800,還有我們的翁玉霞立委
507,00:21:05.800,00:21:06.800,我們歡迎他們
508,00:21:06.800,00:21:07.800,拍手一下
509,00:21:07.800,00:21:08.800,好
510,00:21:08.800,00:21:09.800,好
511,00:21:09.800,00:21:12.800,然後請入座
512,00:21:12.800,00:21:13.800,好
513,00:21:13.800,00:21:16.800,阿公、阿嬤
