segment,from,to,speaker,text
157,0:08:27,0:08:31,賴清德,歡迎台商回台投資方案
158,0:08:31,0:08:37,賴清德,鼓勵立足台灣的企業加碼投資台灣專案
159,0:08:37,0:08:42,賴清德,還有支持中小企業投資台灣專案
160,0:08:42,0:08:46,賴清德,以及進一步的去落實投資抵減
161,0:08:46,0:08:51,賴清德,讓台灣這塊土地適合產業的發展
162,0:08:51,0:08:55,賴清德,從而能夠讓台灣的企業能夠立足台灣
163,0:08:55,0:08:58,賴清德,第二個做法是布局全球
164,0:08:58,0:09:02,賴清德,這一兩年來台灣積極的跟印太國家
165,0:09:02,0:09:06,賴清德,簽訂雙邊投資保障協定
166,0:09:06,0:09:08,賴清德,包括跟菲律賓
167,0:09:08,0:09:09,賴清德,包括跟越南
168,0:09:09,0:09:11,賴清德,也包括跟印度
169,0:09:11,0:09:16,賴清德,除了我們要持續的跟理念相同的國家
170,0:09:16,0:09:18,賴清德,簽訂投資保障協定以外
171,0:09:18,0:09:21,賴清德,我們也應該要進一步的
172,0:09:21,0:09:25,賴清德,在印太地區去成立產業園區
173,0:09:25,0:09:27,賴清德,方便我們的企業
174,0:09:27,0:09:31,賴清德,如果要在印太去發展的話
175,0:09:31,0:09:34,賴清德,他才有辦法有好的基地
176,0:09:34,0:09:36,賴清德,得到好的幫助
177,0:09:36,0:09:40,賴清德,去佈公司的發展
178,0:09:40,0:09:42,賴清德,另外一個就是我們也要在
179,0:09:42,0:09:45,賴清德,包括在日本
180,0:09:45,0:09:48,賴清德,美國歐洲以及印太
181,0:09:48,0:09:52,賴清德,去設立的
182,0:09:52,0:09:55,賴清德,設立這個海外的創業中心
183,0:09:55,0:09:58,賴清德,提供包括在金融
184,0:09:58,0:10:00,賴清德,包括在法制
185,0:10:00,0:10:04,賴清德,以及其他行政問題方面的協助
186,0:10:04,0:10:06,賴清德,讓我們台灣的企業
187,0:10:06,0:10:09,賴清德,可以順利的在全球布局
188,0:10:09,0:10:13,賴清德,從而我們也要跟其他的國家
189,0:10:13,0:10:15,賴清德,去簽訂雙邊
190,0:10:15,0:10:18,賴清德,或是多邊的貿易協定
191,0:10:18,0:10:20,賴清德,讓我們的產業可以
192,0:10:20,0:10:22,賴清德,產品可以行銷全世界
193,0:10:22,0:10:25,賴清德,我想最顯著的例子就是
194,0:10:25,0:10:27,賴清德,之前我們跟台美
195,0:10:27,0:10:29,賴清德,簽訂21世紀貿易倡議
196,0:10:29,0:10:32,賴清德,我們也成功的跟英國簽訂了
197,0:10:32,0:10:38,賴清德,深化兩國經貿的夥伴關係
198,0:10:38,0:10:40,賴清德,目前台灣也正積極
199,0:10:40,0:10:42,賴清德,跟理念相近的國家
200,0:10:42,0:10:46,賴清德,在簽訂類似的貿易協定
201,0:10:46,0:10:49,賴清德,另外我們也必須要加入區域經濟
202,0:10:49,0:10:53,賴清德,台灣已經提出申請加入CPTPP等等
203,0:10:53,0:10:56,賴清德,我們用這樣的布局
204,0:10:56,0:10:59,賴清德,才有可能讓台灣的企業
205,0:10:59,0:11:01,賴清德,所生產的產品
206,0:11:01,0:11:03,賴清德,可以行銷全世界不至於受到
207,0:11:03,0:11:05,賴清德,關稅等面向的影響
208,0:11:05,0:11:07,賴清德,我衷心期盼
209,0:11:07,0:11:09,賴清德,我也希望我們國人大家努力
210,0:11:09,0:11:11,賴清德,讓台灣成為
211,0:11:11,0:11:13,賴清德,經濟上的日不落國
212,0:11:13,0:11:15,賴清德,不管太陽在什麼地方
213,0:11:15,0:11:17,賴清德,在什麼時候申請
214,0:11:17,0:11:21,賴清德,都可以照耀到本國企業
215,0:11:21,0:11:25,賴清德,這個就是在產業創新以及國際布局上面
216,0:11:25,0:11:27,賴清德,我們必須要去做的目標
217,0:11:27,0:11:29,賴清德,第二個我們是談到
218,0:11:29,0:11:31,賴清德,科技創新
219,0:11:31,0:11:33,賴清德,我們希望用科技創新
220,0:11:33,0:11:37,賴清德,打造台灣成為智慧科技島
221,0:11:37,0:11:39,賴清德,有幾個具體的做法
222,0:11:39,0:11:43,賴清德,包括強化半導體國家級戰略
223,0:11:43,0:11:45,賴清德,台灣的半導體
224,0:11:45,0:11:49,賴清德,實力是為國際社會所稱羨的
225,0:11:49,0:11:51,賴清德,我們的IC設計
226,0:11:51,0:11:55,賴清德,我們的產值占全球的24%左右
227,0:11:55,0:11:57,賴清德,市占率
228,0:11:57,0:12:01,賴清德,我們的晶圓製造
229,0:12:01,0:12:03,賴清德,市占率大概占六成幾
230,0:12:03,0:12:05,賴清德,百分之六十幾
231,0:12:05,0:12:07,賴清德,我們的封裝測試也占到
232,0:12:07,0:12:09,賴清德,百分之五十幾將近百分之六十
233,0:12:09,0:12:11,賴清德,這些都是非常難得的成績
234,0:12:11,0:12:13,賴清德,特別是先進製程
235,0:12:13,0:12:15,賴清德,我們市占
236,0:12:15,0:12:17,賴清德,占有百分之九十以上
237,0:12:17,0:12:19,賴清德,未來我們應該要持續擴大
238,0:12:19,0:12:23,賴清德,我們台灣半導體產業
239,0:12:23,0:12:25,賴清德,在國際社會上領先的地位
240,0:12:25,0:12:29,賴清德,從而能夠帶動其他科技
241,0:12:29,0:12:31,賴清德,還有傳統產業的發展
242,0:12:31,0:12:35,賴清德,另外一部分就是我們要促進AI產業化
243,0:12:35,0:12:37,賴清德,以及產業AI化
244,0:12:37,0:12:39,賴清德,我在行政院的時候曾經提出
245,0:12:39,0:12:43,賴清德,人工智慧行動方案
246,0:12:43,0:12:45,賴清德,具體的做法包括
247,0:12:45,0:12:47,賴清德,人才
248,0:12:47,0:12:51,賴清德,人才的培育計畫
249,0:12:51,0:12:55,賴清德,另外也善用我們台灣的半導體產業
250,0:12:55,0:12:57,賴清德,然後軟硬體共同合作
251,0:12:57,0:13:01,賴清德,去推動人工智慧的發展
252,0:13:01,0:13:03,賴清德,第三個也進一步的去鬆綁法令
253,0:13:03,0:13:05,賴清德,建置試驗的場域
254,0:13:05,0:13:07,賴清德,第四個是希望台灣能夠成為
255,0:13:07,0:13:11,賴清德,人工智慧發展的國際樞紐
256,0:13:11,0:13:15,賴清德,讓國際級的公司能夠在台灣成立
257,0:13:15,0:13:17,賴清德,人工智慧的研發中心
258,0:13:17,0:13:19,賴清德,這一部分都已經陸續達到
259,0:13:19,0:13:23,賴清德,未來我們希望讓人工智慧
260,0:13:23,0:13:25,賴清德,在台灣產業化之後
261,0:13:25,0:13:29,賴清德,讓台灣成為人工智慧的國際樞紐之下
262,0:13:29,0:13:33,賴清德,再用人工智慧協助台灣的中小企業
263,0:13:33,0:13:37,賴清德,讓台灣的產業也能夠人工智慧化
264,0:13:37,0:13:39,賴清德,另外為了要達到這幾個目標
265,0:13:39,0:13:41,賴清德,我們必須要打造四個平台
266,0:13:41,0:13:45,賴清德,第一個是前瞻科技研發平台
267,0:13:45,0:13:49,賴清德,全面智慧化的時代已經來臨
268,0:13:49,0:13:51,賴清德,台灣必須要勇敢地
269,0:13:51,0:13:57,賴清德,前瞻地積極地投資下一代的科技創新
270,0:13:57,0:13:59,賴清德,這除了包括半導體
271,0:13:59,0:14:01,賴清德,人工智慧以外
272,0:14:01,0:14:04,賴清德,還有包括量子電腦
273,0:14:04,0:14:07,賴清德,低軌道衛星 太空科技
274,0:14:07,0:14:12,賴清德,甚至於精準健康產業等等
275,0:14:12,0:14:16,賴清德,這些我們必須要在這個當下
276,0:14:16,0:14:21,賴清德,就必須要決定未來下一代發展的投資
277,0:14:21,0:14:27,賴清德,另外一個就是打造淨零的創新科技平台
278,0:14:27,0:14:30,賴清德,蔡總統在2021年的4月22號
279,0:14:30,0:14:33,賴清德,世界地球日已經揭櫫了台灣
280,0:14:33,0:14:36,賴清德,2050淨零碳排的目標
281,0:14:36,0:14:39,賴清德,跟國際社會是一樣的
282,0:14:39,0:14:45,賴清德,在2022年3月份行政院蘇院長也提出了
283,0:14:45,0:14:49,賴清德,邁向2050淨零碳排的路徑圖
284,0:14:49,0:14:51,賴清德,預計在2030年之前
285,0:14:51,0:14:54,賴清德,台灣將投資9000億新台幣
286,0:14:54,0:14:59,賴清德,帶動民間的投資一起邁向
287,0:14:59,0:15:01,賴清德,淨零轉型的目標
288,0:15:01,0:15:02,賴清德,在這種狀況之下
289,0:15:02,0:15:05,賴清德,我們必須要成立一個平台
290,0:15:05,0:15:07,賴清德,讓科技能夠創新
291,0:15:07,0:15:09,賴清德,也經由創新的科技
292,0:15:09,0:15:11,賴清德,協助台灣 協助國際社會
293,0:15:11,0:15:15,賴清德,能夠逐步的達到2050淨零轉型的目標
294,0:15:15,0:15:18,賴清德,第三個平台是人文社會科學及
295,0:15:18,0:15:21,賴清德,跨領域的科技研究平台
296,0:15:21,0:15:24,賴清德,科技非常重要
297,0:15:24,0:15:27,賴清德,但科技不外乎人性
298,0:15:27,0:15:28,賴清德,在這種狀況之下
299,0:15:28,0:15:33,賴清德,人文社會科學的發展是非常重要的
300,0:15:33,0:15:34,賴清德,換句話說
301,0:15:34,0:15:37,賴清德,我們是希望在科技的發展當中
302,0:15:37,0:15:39,賴清德,能夠以人為本
303,0:15:39,0:15:41,賴清德,社會才有可能和諧
304,0:15:41,0:15:46,賴清德,另外第四個平台是軟硬體的研發平台
305,0:15:46,0:15:50,賴清德,讓未來台灣過去重視硬體
306,0:15:50,0:15:52,賴清德,未來也能夠重視軟體
307,0:15:52,0:15:56,賴清德,軟硬體攜手才是台灣未來科技發展
308,0:15:56,0:15:59,賴清德,產業創新的必要之路
309,0:15:59,0:16:02,賴清德,另外一點就是我們也鼓勵女性
310,0:16:02,0:16:05,賴清德,能夠多多投入「STEM（科學（Science）、技術（Technology）、工程（Engineering）及數學（Mathematics））」的領域
311,0:16:05,0:16:07,賴清德,因為女性的力量
312,0:16:07,0:16:11,賴清德,對整個國家發展的重要性是不言可喻的
313,0:16:11,0:16:14,賴清德,另外一個第三個主張是
314,0:16:14,0:16:17,賴清德,我重新再把以人為本這樣的理念
315,0:16:17,0:16:20,賴清德,再把它拿出來再來強調
316,0:16:20,0:16:21,賴清德,換句話說
317,0:16:21,0:16:23,賴清德,我們在用科技創新
318,0:16:23,0:16:26,賴清德,要打造智慧國家的同時
319,0:16:26,0:16:30,賴清德,也希望建構以人為本的智慧新社會
320,0:16:30,0:16:32,賴清德,這總共有五個面向
321,0:16:32,0:16:35,賴清德,第一個就是以人和社會
322,0:16:35,0:16:38,賴清德,作為數位科技發展的對象
323,0:16:38,0:16:43,賴清德,科技是要解決人生活的問題
324,0:16:43,0:16:47,賴清德,科技社會也希望能夠帶動社會的和諧發展
325,0:16:47,0:16:49,賴清德,因此在這種狀況之下
326,0:16:49,0:16:54,賴清德,我們科技的發展應該優先考量民眾的需要
327,0:16:54,0:16:57,賴清德,還有社會的需求來帶動
328,0:16:57,0:16:59,賴清德,第二點就是消除
329,0:16:59,0:17:02,賴清德,積極消除數位落差
330,0:17:02,0:17:04,賴清德,我們不希望
331,0:17:04,0:17:08,賴清德,因為科技的發展或是數位的進步
332,0:17:08,0:17:12,賴清德,卻是進一步的帶動城鄉的差距
333,0:17:12,0:17:14,賴清德,或者是貧富的差距
334,0:17:14,0:17:16,賴清德,我們希望科技在發展的同時
335,0:17:16,0:17:20,賴清德,我們也能夠兼顧消除數位落差
336,0:17:20,0:17:22,賴清德,第三個是全面優化
337,0:17:22,0:17:25,賴清德,政府數位公共服務
338,0:17:25,0:17:29,賴清德,民間發展的動能很強
339,0:17:29,0:17:33,賴清德,政府絕對不能夠落後
340,0:17:33,0:17:36,賴清德,我們要打造全面性的智慧國家
341,0:17:36,0:17:39,賴清德,或是科技創新的社會
342,0:17:39,0:17:42,賴清德,政府扮演的關鍵的角色
343,0:17:42,0:17:43,賴清德,在這種狀況之下
344,0:17:43,0:17:47,賴清德,政府除了必須要公開透明
345,0:17:47,0:17:50,賴清德,成為一個開放政府以外
346,0:17:50,0:17:55,賴清德,特別也必須要有人工智慧化的政府
347,0:17:55,0:17:58,賴清德,公務人員應該有計畫的
348,0:17:58,0:18:01,賴清德,逐批接受人工教育的
349,0:18:01,0:18:05,賴清德,人工智慧的專業的知識
350,0:18:05,0:18:09,賴清德,也只有政府能夠全面性的人工智慧化
351,0:18:09,0:18:12,賴清德,在推動社會人工智慧發展
352,0:18:12,0:18:15,賴清德,帶動國家 智慧國家
353,0:18:15,0:18:18,賴清德,才有可能事半功倍
354,0:18:18,0:18:22,賴清德,另外一個就是創造數位社會
355,0:18:22,0:18:27,賴清德,也就是說我們希望在廣泛的
356,0:18:27,0:18:31,賴清德,將人工智慧或是新興科技
357,0:18:31,0:18:34,賴清德,導向教育 醫療 交通
358,0:18:34,0:18:36,賴清德,環境等公共議題上面
359,0:18:36,0:18:39,賴清德,能夠帶動社會進步
360,0:18:39,0:18:41,賴清德,以及人民的福祉
361,0:18:41,0:18:45,賴清德,那第五個是建立數位民主的新典範
362,0:18:45,0:18:48,賴清德,民主 民主 人民做主
363,0:18:48,0:18:50,賴清德,人民是國家的主人
364,0:18:50,0:18:54,賴清德,因此國家在推動建置智慧國家
365,0:18:54,0:18:57,賴清德,全面數位化的社會時代的時候
366,0:18:57,0:18:59,賴清德,每一個人都有權利
367,0:18:59,0:19:01,賴清德,每一個人也都享有
368,0:19:01,0:19:04,賴清德,政府應要給予的機會
369,0:19:04,0:19:07,賴清德,去接觸數位科技
370,0:19:07,0:19:11,賴清德,不因為他的階層而有所不同
371,0:19:11,0:19:15,賴清德,也不因為它所生長住在的區域
372,0:19:15,0:19:16,賴清德,而有所不同
373,0:19:16,0:19:19,賴清德,這個是我們堅持的理念
374,0:19:19,0:19:21,賴清德,另外一個第四個主張是
375,0:19:21,0:19:24,賴清德,推動金融創新與發展
376,0:19:24,0:19:26,賴清德,第一個做法是引導資金
377,0:19:26,0:19:28,賴清德,支持國家建設
378,0:19:28,0:19:31,賴清德,我們都很清楚幾十年來
379,0:19:31,0:19:33,賴清德,全體國人的努力
380,0:19:33,0:19:36,賴清德,台灣已經累積相當的財富
381,0:19:36,0:19:39,賴清德,目前金融單位所擁有的資金
382,0:19:39,0:19:43,賴清德,高達六十幾億 六十幾兆之多
383,0:19:43,0:19:46,賴清德,保險公司所管理的保險費
384,0:19:46,0:19:49,賴清德,也高達三十幾兆之多
385,0:19:49,0:19:52,賴清德,我們應該要有效率的
386,0:19:52,0:19:56,賴清德,有目標性的 有計畫的
387,0:19:56,0:20:00,賴清德,將國人幾十年來所累積的資金
388,0:20:00,0:20:03,賴清德,引導到國家的公共建設上面
389,0:20:03,0:20:05,賴清德,創造國家的進步
390,0:20:05,0:20:08,賴清德,也進一步的帶動社會的繁榮
391,0:20:08,0:20:11,賴清德,幾個面向 包括長照
392,0:20:11,0:20:13,賴清德,社會住宅 都市更新
393,0:20:13,0:20:17,賴清德,還有其他許多的公共建設等等
394,0:20:17,0:20:21,賴清德,另外金融也必須要有創新
395,0:20:21,0:20:24,賴清德,我們必須要提供 我們必須要鬆綁法令
396,0:20:24,0:20:27,賴清德,甚至於建置新的法案
397,0:20:27,0:20:30,賴清德,提供金融沙盒
398,0:20:30,0:20:33,賴清德,讓金融業有可以科技創新的機會
399,0:20:33,0:20:37,賴清德,提供更好 更多 更有效率的服務
400,0:20:37,0:20:42,賴清德,讓這個金融的發展能夠更加的多元
401,0:20:42,0:20:45,賴清德,也因此而強化其他產業的發展
402,0:20:45,0:20:49,賴清德,那當然金融業另外還有一個重要的角色
403,0:20:49,0:20:51,賴清德,就是綠色金融
404,0:20:51,0:20:54,賴清德,協助台灣廣大的中小企業
405,0:20:54,0:20:57,賴清德,也能夠注重ESG的發展
406,0:20:57,0:21:01,賴清德,除了本身金融業要注重ESG的發展
407,0:21:01,0:21:06,賴清德,也能夠透過綠色金融協助台灣的產業
408,0:21:06,0:21:11,賴清德,往ESG國家永續發展目標來邁進
409,0:21:11,0:21:14,賴清德,那第四個就是普惠金融
410,0:21:14,0:21:19,賴清德,金融的服務也是人民的一項權利
411,0:21:19,0:21:22,賴清德,這部分我們會持續來推動 來加強
412,0:21:22,0:21:27,賴清德,那第五項主張就是創新創業的部分
413,0:21:27,0:21:30,賴清德,在這裡我們希望未來能夠打造
414,0:21:30,0:21:34,賴清德,創新創業的雨林生態系
415,0:21:34,0:21:36,賴清德,過去我在行政院長任內
416,0:21:36,0:21:42,賴清德,也曾經推出優化創新創業的環境的這個方案
417,0:21:42,0:21:45,賴清德,那未來我們會持續來落實加強
418,0:21:45,0:21:47,賴清德,我們設定了一個目標
419,0:21:47,0:21:52,賴清德,五年內要創造兩萬個新創就業
420,0:21:52,0:21:57,賴清德,新創投資金額每一年能夠達到1500億元
421,0:21:57,0:22:03,賴清德,十年內讓台灣成為創新解決方案的淨輸出國
422,0:22:03,0:22:08,賴清德,具體的做法包括優化創新創業生態系
423,0:22:08,0:22:12,賴清德,落實法規調適 增加投資力道
424,0:22:12,0:22:16,賴清德,擴大國際新創聚落等等持續來推動
425,0:22:16,0:22:19,賴清德,第二個也開創新創的國際視野
426,0:22:19,0:22:24,賴清德,讓年輕人可以海外有創新實習的機會
427,0:22:24,0:22:30,賴清德,那同時也掌握國際創新創業的市場需求
428,0:22:30,0:22:36,賴清德,並吸引國際行銷人才來到台灣加入新創的團隊
429,0:22:36,0:22:40,賴清德,也就是讓台灣能夠跟國際
430,0:22:40,0:22:44,賴清德,在新創視野上面能夠做更密切的連結
431,0:22:44,0:22:47,賴清德,另外一個是國家策略性的投資
432,0:22:47,0:22:52,賴清德,政府應該要針對國中
433,0:22:52,0:22:59,賴清德,你一定就是針對高中低風險的投資機會
434,0:22:59,0:23:04,賴清德,你一定不同投資策略和能量布局
435,0:23:04,0:23:07,賴清德,以方便我們年輕人在我們的國家
436,0:23:07,0:23:11,賴清德,能夠有好好的創新創業的機會
437,0:23:11,0:23:16,賴清德,第六個主張是半導體很重要
438,0:23:16,0:23:19,賴清德,人工智慧很重要
439,0:23:19,0:23:21,賴清德,科技產業很重要
440,0:23:21,0:23:25,賴清德,但是傳統的產業也非常重要
441,0:23:25,0:23:30,賴清德,我們希望在推動智慧國家或是創新經濟的過程當中
442,0:23:30,0:23:35,賴清德,也能夠跟傳統產業特別是中小企業站在一起
