segment,from,to,speaker,text
107,0:08:05,0:08:08,侯友宜,減少役男入伍前的當兵的時間
108,0:08:08,0:08:12,侯友宜,有時候你在等 你要找工作也不是 不找工作也不是
109,0:08:12,0:08:19,侯友宜,那一個時段就很尷尬 所以我們要把入伍的時間
110,0:08:19,0:08:21,侯友宜,希望能夠及早 不要再等了
111,0:08:21,0:08:27,侯友宜,第二個 分發的時間 分發的時候要讓民間
112,0:08:27,0:08:32,侯友宜,你的專長跟役男能夠做結合 甚至跟產業來做結合
113,0:08:32,0:08:36,侯友宜,你所學一定要所用 在軍中可以發揮
114,0:08:36,0:08:41,侯友宜,未來在產業也能夠在服完兵役以後
115,0:08:41,0:08:44,侯友宜,就能夠馬上到產業界繼續來做服務
116,0:08:44,0:08:47,侯友宜,所以這過程當中要跟產業界密切的合作
117,0:08:47,0:08:51,侯友宜,革新的信念的內容裡面是要有效的提升戰力
118,0:08:51,0:08:55,侯友宜,你所謂有效提升戰力 就針對現代化
119,0:08:55,0:09:00,侯友宜,所謂有作戰的方式 做不同的分類訓練以及管理
120,0:09:00,0:09:04,侯友宜,讓他們有即戰力以外 而且隨著科技的發展
121,0:09:04,0:09:08,侯友宜,把戰力能夠提升 至於增加義務役
122,0:09:08,0:09:12,侯友宜,有派到外島去的 要給他們外離島的加給
123,0:09:12,0:09:17,侯友宜,在這裡面我們看到國防戰力的基礎
124,0:09:17,0:09:20,侯友宜,這個還是最重要 國防戰力的基礎
125,0:09:20,0:09:23,侯友宜,怎麼樣強化國防戰力基礎
126,0:09:23,0:09:26,侯友宜,然後把這個實力可以讓大家看得到
127,0:09:26,0:09:32,侯友宜,我要成立一個在行政院由副院長來主持的
128,0:09:32,0:09:36,侯友宜,行政院全民防衛動員委員會
129,0:09:36,0:09:39,侯友宜,行政院防衛動員委員會
130,0:09:39,0:09:43,侯友宜,這是一個很重要 因為我們現在動員委員會
131,0:09:43,0:09:46,侯友宜,其實真的都是空的 很少去做實作
132,0:09:46,0:09:52,侯友宜,如何強化我們全民在如何防衛裡面扮演自己好的角色
133,0:09:52,0:09:55,侯友宜,我們要用全民防衛動員委員會拉高層級
134,0:09:55,0:10:01,侯友宜,跨部會來做好整合 把動員的力量達到最高
135,0:10:01,0:10:06,侯友宜,尤其像我們的後備軍人 其實也在動員委員會裡面
136,0:10:06,0:10:11,侯友宜,可以增加很多的量以及很多的精銳的訓練
137,0:10:11,0:10:15,侯友宜,所以在這裡面同時我們也開始對軍事教育要做好改進
138,0:10:15,0:10:18,侯友宜,包括現代化的聯合作戰的教育
139,0:10:18,0:10:22,侯友宜,跟大幅增加軍事教育的預算多項的措施
140,0:10:22,0:10:26,侯友宜,以及設定有14項交流重點
141,0:10:26,0:10:32,侯友宜,這裡面14項幾乎都是跟美國的軍事情資要互通
142,0:10:32,0:10:36,侯友宜,也有合作跟訓練、演訓等都會在這裡面
143,0:10:36,0:10:42,侯友宜,至於我們在跟國際接軌裡面 我們的國防工業非常重要
144,0:10:42,0:10:50,侯友宜,所以要協助國內的廠商通過美國國防部的網絡安全成熟度的認證
145,0:10:50,0:10:56,侯友宜,這等於是標準化跟美國的國防工業來產生連結
146,0:10:56,0:11:00,侯友宜,來作為美國國防工業的供應鏈
147,0:11:00,0:11:03,侯友宜,也帶動我們國家的國防工業
148,0:11:03,0:11:08,侯友宜,還有軍人的榮譽 一定要給他們除了加薪以外
149,0:11:08,0:11:12,侯友宜,在重要時刻裡面要全民敬軍
150,0:11:12,0:11:14,侯友宜,讓大家尊敬軍人
151,0:11:14,0:11:21,侯友宜,讓大家覺得我們為國家效忠報效國家的軍人
152,0:11:21,0:11:24,侯友宜,對他們來講是一種榮譽
153,0:11:24,0:11:28,侯友宜,對我們來講我們更應該以尊敬的態度來看待
154,0:11:28,0:11:31,侯友宜,他們一生一世為國家保衛
155,0:11:31,0:11:35,侯友宜,所以我們以前有個節日叫九三軍人節
156,0:11:35,0:11:39,侯友宜,我們要改為全民敬軍節
157,0:11:39,0:11:45,侯友宜,全民敬軍節為表敬意 全國放假 擴大全國放假
158,0:11:45,0:11:51,侯友宜,來讓大家對我們的軍人是崇敬的
159,0:11:51,0:11:56,侯友宜,至於陸軍官校100週年的校慶
160,0:11:56,0:11:59,侯友宜,在明年就到了
161,0:11:59,0:12:03,侯友宜,所以陸軍官校也等於是我們建軍100週年的一項
162,0:12:03,0:12:05,侯友宜,非常重要的指標
163,0:12:05,0:12:08,侯友宜,所以陸軍官校100週年的校慶
164,0:12:08,0:12:15,侯友宜,侯友宜一定以總統的身份去參加陸軍官校的校慶
165,0:12:15,0:12:18,侯友宜,對陸軍官校的軍人
166,0:12:18,0:12:21,侯友宜,大家要好好的延續這樣的精神
167,0:12:21,0:12:24,侯友宜,不斷的讓中華民國能夠屹立不搖
168,0:12:24,0:12:28,侯友宜,至於廣設志願服務役的人員的服務室舍
169,0:12:28,0:12:30,侯友宜,來照顧從事志願役
170,0:12:30,0:12:32,侯友宜,那家庭也可以照顧到
171,0:12:32,0:12:36,侯友宜,而且檢視軍人跟榮眷的所有的福利條件
172,0:12:36,0:12:38,侯友宜,包括他的家屬 我們也把他照顧好
173,0:12:38,0:12:40,侯友宜,孩子我們把他照顧好
174,0:12:40,0:12:42,侯友宜,讓他們沒有後顧之憂
175,0:12:42,0:12:45,侯友宜,可以報效國家
176,0:12:45,0:12:48,侯友宜,這裡面在十大的建設
177,0:12:48,0:12:51,侯友宜,打造可恃的嚇阻戰役
178,0:12:51,0:12:54,侯友宜,用十個指標來打造一個
179,0:12:54,0:12:58,侯友宜,如何讓對方不敢輕易發動戰爭的戰役
180,0:12:58,0:13:04,侯友宜,這裡面我們的整個國防的戰略要做調整
181,0:13:04,0:13:06,侯友宜,這裡面我們最主要幾項
182,0:13:06,0:13:10,侯友宜,第一個我們希望用不對稱的戰役
183,0:13:10,0:13:15,侯友宜,發展機動 匿蹤 智慧 小型 大量
184,0:13:15,0:13:18,侯友宜,等不易被偵測到
185,0:13:18,0:13:22,侯友宜,而且可以立即有效的反制的不對稱戰役
186,0:13:22,0:13:24,侯友宜,這也是我們目前不但在改變
187,0:13:24,0:13:26,侯友宜,不但用在科技化
188,0:13:26,0:13:29,侯友宜,希望把大型的載具
189,0:13:29,0:13:31,侯友宜,慢慢的調整部分調整到
190,0:13:31,0:13:34,侯友宜,剛剛我講的不對稱戰役裡面
191,0:13:34,0:13:36,侯友宜,小型大量智慧匿蹤
192,0:13:36,0:13:39,侯友宜,而且科技機動性更高
193,0:13:39,0:13:42,侯友宜,來防止大陸侵害
194,0:13:42,0:13:43,侯友宜,侵犯台灣的時候
195,0:13:43,0:13:45,侯友宜,我們可以立即有效的反制
196,0:13:45,0:13:47,侯友宜,至於在這裡面
197,0:13:47,0:13:51,侯友宜,我們如果去建構陸海空三軍的圖像
198,0:13:51,0:13:53,侯友宜,這個圖像是一個立體的圖像
199,0:13:53,0:13:55,侯友宜,如果來做好保衛台灣
200,0:13:55,0:13:57,侯友宜,所以要大幅提升我們
201,0:13:57,0:14:02,侯友宜,等於我們大幅提升視距外的接戰能力
202,0:14:02,0:14:04,侯友宜,視距外的接戰能力我們要提升以外
203,0:14:04,0:14:07,侯友宜,還有接戰的效率跟殺傷的效果
204,0:14:07,0:14:10,侯友宜,我們要達到具有嚇阻的效果
205,0:14:10,0:14:12,侯友宜,所以在強化國軍犯台的時候
206,0:14:12,0:14:16,侯友宜,我們可以跨海來攻打共軍的目標
207,0:14:16,0:14:19,侯友宜,來聯合制壓作戰的能力
208,0:14:19,0:14:23,侯友宜,但不會將犯台沒有關係的
209,0:14:23,0:14:25,侯友宜,民生基礎的設施列為目標
210,0:14:25,0:14:26,侯友宜,我們很清楚
211,0:14:26,0:14:27,侯友宜,我們的目標是清楚的
212,0:14:27,0:14:31,侯友宜,跟侵犯台灣沒有關係的民生基礎的目標
213,0:14:31,0:14:33,侯友宜,絕對不是我們打擊的目標
214,0:14:33,0:14:37,侯友宜,也將我們的國軍的重要設施的
215,0:14:37,0:14:40,侯友宜,資安的防禦我們要不斷的提升
216,0:14:40,0:14:43,侯友宜,跟後備貨源的能力也要提升
217,0:14:43,0:14:46,侯友宜,這是我們在我們強化我們的備援能力
218,0:14:46,0:14:48,侯友宜,以及我們的資安的防護上
219,0:14:48,0:14:50,侯友宜,我們要不斷的強化
220,0:14:50,0:14:53,侯友宜,還有維持高效精銳的基本戰力
221,0:14:53,0:14:58,侯友宜,太淘汰用人多而且火力不足的裝備
222,0:14:58,0:15:01,侯友宜,很多老舊的裝備該淘汰
223,0:15:01,0:15:04,侯友宜,而且我們要精簡元素的過程當中
224,0:15:04,0:15:08,侯友宜,我們必須要是好好的把精銳部隊找出來
225,0:15:08,0:15:09,侯友宜,用人多不見得有效果
226,0:15:09,0:15:11,侯友宜,所以有些人力不需要了
227,0:15:11,0:15:12,侯友宜,我們就要汰換
228,0:15:12,0:15:17,侯友宜,並調整地面部隊整個戰鬥的個別裝備
229,0:15:17,0:15:20,侯友宜,還有提升個人的防護標準
230,0:15:20,0:15:22,侯友宜,把個人的戰備能力還有防護標準
231,0:15:22,0:15:23,侯友宜,給予大幅提升
232,0:15:23,0:15:25,侯友宜,強化個人的戰鬥能力
233,0:15:25,0:15:28,侯友宜,也強化團隊的合作
234,0:15:28,0:15:31,侯友宜,那在這裡面還有一個
235,0:15:31,0:15:34,侯友宜,在這裡面
236,0:15:34,0:15:39,侯友宜,如何建立跟我們自由同盟的國家
237,0:15:39,0:15:42,侯友宜,在戰時的目標的情資分享機制
238,0:15:42,0:15:47,侯友宜,來提升海空階級的能力
239,0:15:47,0:15:49,侯友宜,我們的軍事情報的交換
240,0:15:49,0:15:50,侯友宜,除了美國以外
241,0:15:50,0:15:54,侯友宜,我們也會跟我們印太平洋連線的友邦
242,0:15:54,0:15:57,侯友宜,大家在情資分享上
243,0:15:57,0:15:59,侯友宜,我們會共同的面對
244,0:15:59,0:16:01,侯友宜,共同的合作
245,0:16:01,0:16:03,侯友宜,所以也設立了我們自己
246,0:16:03,0:16:04,侯友宜,除了這個以外
247,0:16:04,0:16:07,侯友宜,我們也設立了專業城鎮戰的訓練基地
248,0:16:07,0:16:10,侯友宜,分成城鎮作戰的一個專業部隊
249,0:16:10,0:16:13,侯友宜,我相信這個地面的作戰
250,0:16:13,0:16:15,侯友宜,我們還是要面對
251,0:16:15,0:16:18,侯友宜,所以要有專業城鎮作戰的訓練基地
252,0:16:18,0:16:20,侯友宜,以及我們現在科技裡面
253,0:16:20,0:16:23,侯友宜,都是無人機以及反無人機的能力
254,0:16:23,0:16:26,侯友宜,所以這個部分也是我們在整個
255,0:16:26,0:16:28,侯友宜,科技作戰過程當中
256,0:16:28,0:16:30,侯友宜,很重要的一項指標
257,0:16:30,0:16:33,侯友宜,潛艦國造在馬總統任內
258,0:16:33,0:16:35,侯友宜,開始執行
259,0:16:35,0:16:37,侯友宜,這一部分我們要繼續執行
260,0:16:37,0:16:43,侯友宜,而且強化水下不對稱的作戰能力
261,0:16:43,0:16:45,侯友宜,所以潛艦國造我上次已經講過了
262,0:16:45,0:16:47,侯友宜,這個策略我們繼續的延續
263,0:16:47,0:16:49,侯友宜,然後會隨時做好調整
264,0:16:49,0:16:50,侯友宜,直接做好應驗
265,0:16:50,0:16:54,侯友宜,就是強化在水下的不對稱的作戰能力
266,0:16:54,0:16:56,侯友宜,至於我們的國防預算
267,0:16:56,0:16:58,侯友宜,有時候要增加到3%
268,0:16:58,0:17:00,侯友宜,到底要增加幾%
269,0:17:00,0:17:02,侯友宜,其實這個增加幾%
270,0:17:02,0:17:07,侯友宜,要隨著整個我們的威脅有多大
271,0:17:07,0:17:08,侯友宜,幅度就這樣多大
272,0:17:08,0:17:11,侯友宜,如果我們威脅降低了
273,0:17:11,0:17:13,侯友宜,當然我們也隨著國防預算
274,0:17:13,0:17:14,侯友宜,也會做好調整
275,0:17:14,0:17:17,侯友宜,如何強化優化我們的作戰能力
276,0:17:17,0:17:21,侯友宜,所以國防預算最重要是依威脅成立
277,0:17:21,0:17:22,侯友宜,然後隨時做好調整
278,0:17:22,0:17:25,侯友宜,讓我們的國軍有讓對方
279,0:17:25,0:17:29,侯友宜,不敢輕易發動戰爭的能力
280,0:17:29,0:17:32,侯友宜,這裡面我剛剛講的
281,0:17:32,0:17:35,侯友宜,國防的整個國家安全的戰略
282,0:17:35,0:17:38,侯友宜,我做了一個簡單扼要的報告
283,0:17:38,0:17:41,侯友宜,至於我們的外交政見裡面
284,0:17:41,0:17:43,侯友宜,我特別提出了幾個目標
285,0:17:43,0:17:48,侯友宜,堅韌務實的外交
286,0:17:48,0:17:50,侯友宜,以及
287,0:17:50,0:17:54,侯友宜,印太睦鄰
288,0:17:54,0:17:58,侯友宜,還有平等互利
289,0:17:58,0:18:00,侯友宜,民主永續
290,0:18:00,0:18:03,侯友宜,這幾個是我的外交策略
291,0:18:03,0:18:05,侯友宜,堅韌務實的外交
292,0:18:05,0:18:09,侯友宜,以及印太睦鄰
293,0:18:09,0:18:13,侯友宜,還有民主永續平等互利
294,0:18:13,0:18:15,侯友宜,讓我們的外交政見
295,0:18:15,0:18:16,侯友宜,讓我們的外交策略
296,0:18:16,0:18:18,侯友宜,隨著這個方向來走
297,0:18:18,0:18:20,侯友宜,所以在幾個外交策略裡面
298,0:18:20,0:18:23,侯友宜,我開始把我的外交的整個方向
299,0:18:23,0:18:28,侯友宜,來跟我們的人民做報告
300,0:18:28,0:18:30,侯友宜,第一個
301,0:18:30,0:18:33,侯友宜,因為民進黨鎖國
302,0:18:33,0:18:36,侯友宜,剛剛我們左老師講過
303,0:18:36,0:18:40,侯友宜,光這幾年我們的邦交國就斷了九個
304,0:18:40,0:18:42,侯友宜,只剩下13個國家
305,0:18:42,0:18:45,侯友宜,那這13個就消弱了我們國際的支持
306,0:18:45,0:18:47,侯友宜,跟國際的地位
307,0:18:47,0:18:49,侯友宜,所以我們變成沒有能力去發展
308,0:18:49,0:18:51,侯友宜,我們國際的空間
309,0:18:51,0:18:53,侯友宜,也沒有辦法善用
310,0:18:53,0:18:55,侯友宜,我們的國際組織來解決爭端
311,0:18:55,0:18:59,侯友宜,連我們的
312,0:18:59,0:19:01,侯友宜,衛生組織
313,0:19:01,0:19:02,侯友宜,世界衛生組織大會
314,0:19:02,0:19:05,侯友宜,我們都沒有辦法用觀察員的身份來參加
315,0:19:05,0:19:07,侯友宜,這是我們台灣
316,0:19:07,0:19:09,侯友宜,真的面對一個新的挑戰
317,0:19:09,0:19:12,侯友宜,更沒有辦法來保護國民
318,0:19:12,0:19:14,侯友宜,我們在整個共打的部分
319,0:19:14,0:19:17,侯友宜,不然是我們的國際行政組織
320,0:19:17,0:19:19,侯友宜,我們也沒有辦法加入
321,0:19:19,0:19:21,侯友宜,我們跟其他國家沒有邦交國
322,0:19:21,0:19:23,侯友宜,像在柬埔寨
323,0:19:23,0:19:25,侯友宜,很多資訊也查不到
324,0:19:25,0:19:28,侯友宜,那變成在整個共同打擊犯罪
325,0:19:28,0:19:30,侯友宜,受到更大的打擊
326,0:19:30,0:19:32,侯友宜,讓我們沒有辦法保護國民
327,0:19:32,0:19:36,侯友宜,很多的國民去海外打工被詐騙
328,0:19:36,0:19:38,侯友宜,所以我們一定要強化
329,0:19:38,0:19:41,侯友宜,整個跟國軍我們如何來合作
330,0:19:41,0:19:43,侯友宜,保護我們的國民以外
331,0:19:43,0:19:45,侯友宜,也要查緝不是只有詐騙
332,0:19:45,0:19:46,侯友宜,包括毒品
333,0:19:46,0:19:48,侯友宜,包括很多的犯罪
334,0:19:48,0:19:50,侯友宜,甚至我們的國際民航組織
335,0:19:50,0:19:51,侯友宜,我們也沒有辦法加入
336,0:19:51,0:19:53,侯友宜,這個都是我們的痛
337,0:19:53,0:19:55,侯友宜,所以我們到現在為止
338,0:19:55,0:19:59,侯友宜,其實這幾年我們最關心的這幾個友邦
339,0:19:59,0:20:03,侯友宜,跟我們一起合作的確實碰到了真的新的挑戰
340,0:20:03,0:20:05,侯友宜,尤其在我們的投資上面
341,0:20:05,0:20:07,侯友宜,我們一直在推新南向政策
342,0:20:07,0:20:11,侯友宜,結果從2018年到2022年這四年當中
343,0:20:11,0:20:15,侯友宜,我們可以看到新南向的整個策略
344,0:20:15,0:20:18,侯友宜,看到貿易出差額
345,0:20:18,0:20:23,侯友宜,由2018年的194億美元
346,0:20:23,0:20:27,侯友宜,下滑到2022年的134億美元
347,0:20:27,0:20:29,侯友宜,就下滑了將近60億美元
348,0:20:29,0:20:33,侯友宜,所以新南向策略可以講成效是不彰的
349,0:20:33,0:20:37,侯友宜,所以我們不能單邊堵向新南向的政策
350,0:20:37,0:20:40,侯友宜,所以我們要做適度的一個調整
351,0:20:40,0:20:43,侯友宜,所以在這裡面我剛剛講的
352,0:20:43,0:20:46,侯友宜,印太睦鄰非常的重要
353,0:20:46,0:20:47,侯友宜,所以睦鄰的外交
354,0:20:47,0:20:49,侯友宜,睦鄰的外交裡面
355,0:20:49,0:20:52,侯友宜,我們把外交的重點從新南向的國家的策略
356,0:20:52,0:20:55,侯友宜,擴展到印太國家
357,0:20:55,0:21:00,侯友宜,跟美國跟盟邦來並肩作戰
358,0:21:00,0:21:03,侯友宜,以睦鄰政策強化台灣跟印太地區的連結
359,0:21:03,0:21:09,侯友宜,實現自由開放永續跟韌性的印太願景
360,0:21:09,0:21:11,侯友宜,這也是現在我們在印太地區
361,0:21:11,0:21:12,侯友宜,包括我去日本
362,0:21:12,0:21:18,侯友宜,他們也是強調開放自由永續韌性的印太合作的架構
363,0:21:18,0:21:21,侯友宜,所以我們要用這樣子開始涵蓋我們的經貿互動
364,0:21:21,0:21:23,侯友宜,人才培育區域永續
365,0:21:23,0:21:26,侯友宜,還有透過區域成員的聯繫
366,0:21:26,0:21:29,侯友宜,能夠建立一個真正的一個夥伴關係
367,0:21:29,0:21:33,侯友宜,所以印太地區是我們在新南向的下一個階段裡面
368,0:21:33,0:21:35,侯友宜,我們要慢慢的逐漸的擴大
369,0:21:35,0:21:40,侯友宜,所以我也在行政院成立一個印太願景辦公室
370,0:21:40,0:21:43,侯友宜,成立一個印太願景辦公室
371,0:21:43,0:21:46,侯友宜,這印太願景辦公室由政務委員親自來主持
372,0:21:46,0:21:50,侯友宜,當然是由行政院副院長擔任召集人
373,0:21:50,0:21:54,侯友宜,以及印太地區區域的一個研究的智庫
374,0:21:54,0:21:58,侯友宜,來專門針對印太地區的整個戰略也好外交也好
375,0:21:58,0:22:01,侯友宜,做適度的一個調整來做好規劃
376,0:22:01,0:22:05,侯友宜,在這個部分以外
377,0:22:05,0:22:10,侯友宜,除了印太地區我們不斷的去擴展我們外交實力以外
378,0:22:10,0:22:16,侯友宜,我們也同時要用民主的同盟的方式來提升我們的外交
379,0:22:16,0:22:19,侯友宜,來深化跟民主國家的連結
380,0:22:19,0:22:21,侯友宜,讓全球的民主的價值
381,0:22:21,0:22:23,侯友宜,在我們這裡能夠深耕以外
382,0:22:23,0:22:25,侯友宜,也能夠做為一個維護者
383,0:22:25,0:22:29,侯友宜,所以這裡面很重要台灣還是以經濟立國
384,0:22:29,0:22:31,侯友宜,台灣沒有經濟將失去所有的一切
385,0:22:31,0:22:36,侯友宜,當然經濟一定是在國家的安全底下才有經濟
386,0:22:36,0:22:38,侯友宜,所以國家安全我們要鎖好
387,0:22:38,0:22:42,侯友宜,外交就是鞏固我們國家安全很重要的一板
388,0:22:42,0:22:46,侯友宜,所以我們在這底下我們要成立一個貿易與科技委員會
389,0:22:46,0:22:51,侯友宜,來確保各方的貿易跟科技能夠符合國際標準
