segment,from,to,speaker,text
56,0:02:20,0:02:21,謝龍介,這樣好不好?
57,0:02:21,0:02:22,觀眾,好
58,0:02:22,0:02:24,謝龍介,好 謝謝大家
161,0:06:42,0:07:00,侯友宜,好
162,0:07:00,0:07:02,侯友宜,如果位置坐好
163,0:07:02,0:07:04,侯友宜,就大家辛苦一下
164,0:07:04,0:07:07,侯友宜,就Q&A朋友一樣
165,0:07:07,0:07:09,侯友宜,為新住民做哪些服務
166,0:07:09,0:07:17,侯友宜,我們前面的新住民好朋友
167,0:07:17,0:07:18,侯友宜,我們稍等一下
168,0:07:18,0:07:19,侯友宜,我也給大家拍照
169,0:07:19,0:07:21,侯友宜,因為後面有媒體
170,0:07:21,0:07:22,記者,手機方便一點
171,0:07:22,0:07:24,侯友宜,這個手機可能要放下
172,0:07:24,0:07:26,侯友宜,因為它的鏡頭才會照不到
173,0:07:26,0:07:27,侯友宜,不然等一下
174,0:07:27,0:07:29,侯友宜,不然我發表新住民
175,0:07:29,0:07:33,侯友宜,大家看不到也沒有辦法告訴大家就很可惜了
176,0:07:33,0:07:35,記者,我放這邊收音
177,0:07:35,0:07:39,侯友宜,大家太熱情了
178,0:07:39,0:07:44,侯友宜,在座的所有的新住民好朋友們
179,0:07:44,0:07:46,侯友宜,大家早安大家好
180,0:07:46,0:07:47,侯友宜,好
181,0:07:47,0:07:50,侯友宜,今天我特別
182,0:07:50,0:07:53,侯友宜,跟兩位要拼立委的候選人
183,0:07:53,0:07:54,侯友宜,陳以信
184,0:07:54,0:07:55,侯友宜,在這個地方
185,0:07:55,0:07:57,侯友宜,我們給他鼓勵掌聲掌聲
186,0:07:57,0:07:59,侯友宜,掌聲歡迎
187,0:07:59,0:08:01,侯友宜,還有姚正毅
188,0:08:01,0:08:02,侯友宜,候選人
189,0:08:02,0:08:03,侯友宜,第三選區
190,0:08:03,0:08:06,侯友宜,以及黨部的所有的同仁們
191,0:08:06,0:08:08,侯友宜,在座的後面
192,0:08:08,0:08:09,侯友宜,所有的鄉親
193,0:08:09,0:08:12,侯友宜,最主要是新住民的好朋友們
194,0:08:12,0:08:13,侯友宜,真的很開心
195,0:08:13,0:08:16,侯友宜,能夠在台南跟大家見面
196,0:08:16,0:08:18,侯友宜,先跟大家說一聲
197,0:08:18,0:08:19,侯友宜,哇
198,0:08:19,0:08:23,侯友宜,你們今天把你們的傳統服務
199,0:08:23,0:08:25,侯友宜,穿出來
200,0:08:25,0:08:29,侯友宜,每一個國家有每一個國家的文化跟特色
201,0:08:29,0:08:31,侯友宜,你們把它穿出來
202,0:08:31,0:08:33,侯友宜,就是代表
203,0:08:33,0:08:35,侯友宜,一個
204,0:08:35,0:08:37,侯友宜,共同的族群的融合
205,0:08:37,0:08:39,侯友宜,也代表
206,0:08:39,0:08:43,侯友宜,台灣走到國際化的趨勢
207,0:08:43,0:08:44,侯友宜,謝謝大家
208,0:08:44,0:08:46,侯友宜,你們今天真美
209,0:08:46,0:08:47,侯友宜,謝謝你們
210,0:08:47,0:08:49,侯友宜,把你們的服裝穿出來
211,0:08:49,0:08:50,侯友宜,謝謝
212,0:08:50,0:08:52,侯友宜,你們真美
213,0:08:52,0:08:54,侯友宜,真美好漂亮
214,0:08:55,0:08:58,侯友宜,我先講一個小故事
215,0:08:58,0:09:01,侯友宜,前兩天我到屏東去
216,0:09:01,0:09:05,侯友宜,你要知道屏東市一個農業縣
217,0:09:05,0:09:07,侯友宜,那農業
218,0:09:07,0:09:12,侯友宜,在整個經營上是非常的辛苦的
219,0:09:12,0:09:14,侯友宜,很多很多都缺工
220,0:09:14,0:09:17,侯友宜,很多縣的幫手
221,0:09:17,0:09:19,侯友宜,那個年輕的朋友
222,0:09:19,0:09:21,侯友宜,他娶了一個
223,0:09:21,0:09:23,侯友宜,越南來的
224,0:09:23,0:09:27,侯友宜,非常漂亮又能幹的太太
225,0:09:27,0:09:30,侯友宜,屏東很多工找不到
226,0:09:30,0:09:31,侯友宜,嗨
227,0:09:31,0:09:33,侯友宜,這能幹的夫人
228,0:09:33,0:09:36,侯友宜,把他們越南所有同鄉鎮的好朋友
229,0:09:36,0:09:38,侯友宜,一個一個找來
230,0:09:38,0:09:41,侯友宜,找了十幾個幫他先生忙
231,0:09:41,0:09:42,侯友宜,幫台灣的忙
232,0:09:42,0:09:47,侯友宜,創造他在蔬菜那個果相
233,0:09:47,0:09:49,侯友宜,可以講是屏東做的最大
234,0:09:49,0:09:52,侯友宜,所以感謝越南人幫他的夫婿
235,0:09:52,0:09:55,侯友宜,也創造一個幸福美滿的家庭
236,0:09:55,0:09:58,侯友宜,這是我自己看到的
237,0:09:58,0:10:00,侯友宜,我自己看到真的
238,0:10:00,0:10:03,侯友宜,而且他的任勞任厭
239,0:10:03,0:10:05,侯友宜,願意為家庭付出
240,0:10:05,0:10:10,侯友宜,然後把故鄉人全部帶到台灣來一起幫忙
241,0:10:10,0:10:13,侯友宜,讓台灣更有經濟的活力
242,0:10:13,0:10:18,侯友宜,所以今天看了這些事情我真的超感動
243,0:10:18,0:10:24,侯友宜,尤其台灣現在的新住民
244,0:10:24,0:10:27,侯友宜,已經將近60萬人了
245,0:10:27,0:10:29,侯友宜,60萬人
246,0:10:29,0:10:31,侯友宜,你看60萬人我們大概
247,0:10:31,0:10:33,侯友宜,台灣就是
248,0:10:33,0:10:35,侯友宜,閩南
249,0:10:35,0:10:37,侯友宜,客家
250,0:10:37,0:10:39,侯友宜,本國的
251,0:10:39,0:10:41,侯友宜,還有最主要的我們的新住民
252,0:10:41,0:10:45,侯友宜,佔了60萬這麼多
253,0:10:45,0:10:49,侯友宜,這麼多的60萬的原住民
254,0:10:49,0:10:52,侯友宜,對我們實際的影響太大了
255,0:10:52,0:10:55,侯友宜,尤其更重要的影響力是在什麼地方
256,0:10:55,0:10:58,侯友宜,因為你們每一個地方有他的文化
257,0:10:58,0:10:59,侯友宜,語言
258,0:10:59,0:11:02,侯友宜,甚至在國際接軌上
259,0:11:02,0:11:07,侯友宜,你們扮演一個很重要的關鍵角色
260,0:11:07,0:11:10,侯友宜,所以新住民對台灣的發展
261,0:11:10,0:11:14,侯友宜,在現階段以及未來會影響深遠
262,0:11:14,0:11:17,侯友宜,所以謝謝今天在座的姐妹們
263,0:11:17,0:11:19,侯友宜,在座的新住民的好朋友們
264,0:11:19,0:11:21,侯友宜,一起起來
265,0:11:21,0:11:23,侯友宜,來聽我
266,0:11:23,0:11:25,侯友宜,未來當總統
267,0:11:25,0:11:27,侯友宜,我如何跟立委一起來打拼
268,0:11:27,0:11:32,侯友宜,讓我們的新住民能夠在台灣安居樂業
269,0:11:32,0:11:34,侯友宜,我第一個說的
270,0:11:34,0:11:38,侯友宜,我近來看到有一些比較不公平的
271,0:11:38,0:11:40,侯友宜,或者看到民進黨沒有做到的
272,0:11:40,0:11:43,侯友宜,我也拿出來給大家做個說明
273,0:11:43,0:11:47,侯友宜,懷孕的新住民要全面納健保
274,0:11:47,0:11:52,侯友宜,那妥善照顧新住民的母嬰健康
275,0:11:52,0:11:55,侯友宜,為什麼我會這樣說
276,0:11:55,0:11:57,侯友宜,你懷孕的期間
277,0:11:57,0:12:00,侯友宜,如果你沒有辦法滿肌瘤六個月
278,0:12:00,0:12:03,侯友宜,你沒有辦法納入全民健保
279,0:12:03,0:12:05,侯友宜,除了受顧以外對不對
280,0:12:05,0:12:06,觀眾,對
281,0:12:06,0:12:07,侯友宜,這個不公平吧
282,0:12:07,0:12:10,侯友宜,結了婚 懷了孕
283,0:12:10,0:12:14,侯友宜,你應該就要給他全民健保對不對
284,0:12:14,0:12:15,觀眾,對
285,0:12:15,0:12:17,侯友宜,不要再等六個月了啦
286,0:12:17,0:12:18,觀眾,對
287,0:12:18,0:12:19,侯友宜,這可以嗎
288,0:12:19,0:12:20,觀眾,可以 很好
289,0:12:20,0:12:21,觀眾,我如果講錯你們說錯
290,0:12:21,0:12:23,侯友宜,對你就喊對 好不好
291,0:12:23,0:12:25,侯友宜,我們要有志一同嘛 對不對
292,0:12:25,0:12:26,侯友宜,是不是
293,0:12:26,0:12:27,侯友宜,這個第一個
294,0:12:27,0:12:28,侯友宜,第二個
295,0:12:28,0:12:31,侯友宜,今天來了好多陸配喔
296,0:12:31,0:12:34,侯友宜,你看 陸配拿身分證
297,0:12:34,0:12:35,侯友宜,要幾年
298,0:12:35,0:12:38,侯友宜,六年
299,0:12:38,0:12:40,侯友宜,其他的新住民要幾年
300,0:12:40,0:12:41,侯友宜,四年
301,0:12:41,0:12:42,侯友宜,這公平嗎
302,0:12:42,0:12:44,觀眾,不公平
303,0:12:44,0:12:45,侯友宜,這是不是歧視陸配
304,0:12:45,0:12:46,觀眾,對
305,0:12:46,0:12:49,侯友宜,侯友宜讓總統全部都四年
306,0:12:49,0:12:50,觀眾,對
307,0:12:50,0:12:53,觀眾,對
308,0:12:53,0:12:54,侯友宜,因為喔
309,0:12:54,0:12:57,侯友宜,這個提案其實國民黨提過案啦
310,0:12:57,0:12:59,侯友宜,被民進黨封殺了啦
311,0:12:59,0:13:00,觀眾,對
312,0:13:00,0:13:02,侯友宜,國民黨提過案喔
313,0:13:02,0:13:04,侯友宜,陳宜信他們都提過案喔
314,0:13:04,0:13:07,侯友宜,封殺了喔
315,0:13:07,0:13:09,侯友宜,侯友宜當總統
316,0:13:09,0:13:10,侯友宜,繼續提案
317,0:13:10,0:13:12,侯友宜,所以我們國會一定要過半好不好
318,0:13:12,0:13:13,觀眾,好
319,0:13:13,0:13:15,侯友宜,陳宜信要當選 姚正毅要當選
320,0:13:15,0:13:17,侯友宜,王嘉珍來了嗎
321,0:13:17,0:13:20,侯友宜,王嘉珍在後面喔
322,0:13:20,0:13:21,侯友宜,我們
323,0:13:21,0:13:22,侯友宜,預計
324,0:13:22,0:13:23,侯友宜,讓
325,0:13:23,0:13:26,侯友宜,這個條款能夠通過陸配
326,0:13:26,0:13:27,侯友宜,改成
327,0:13:27,0:13:29,侯友宜,四年一樣 跟新住民都一樣 對不對
328,0:13:29,0:13:30,觀眾,對
329,0:13:30,0:13:32,侯友宜,這樣可以吧
330,0:13:32,0:13:33,侯友宜,對你就喊大聲一點
331,0:13:33,0:13:35,侯友宜,勇敢的喊大聲一點
332,0:13:35,0:13:37,侯友宜,第三個
333,0:13:37,0:13:38,侯友宜,很重要
334,0:13:38,0:13:44,侯友宜,我要檢討婚姻移民的境外面談制度
335,0:13:44,0:13:47,侯友宜,好多國家喔
336,0:13:47,0:13:51,侯友宜,你面談喔 都問什麼你知道嗎
337,0:13:51,0:13:53,侯友宜,問你隱私的問題對不對
338,0:13:53,0:13:56,觀眾,對啦
339,0:13:56,0:13:59,侯友宜,(台語)
340,0:13:59,0:14:00,侯友宜,他問的問題
341,0:14:00,0:14:03,侯友宜,他問的問題都讓你們很難回答 很尷尬對不對
342,0:14:03,0:14:05,觀眾,對
343,0:14:05,0:14:07,侯友宜,你有沒有感覺說好像受到侮辱
344,0:14:07,0:14:08,侯友宜,對喔
347,0:14:14,0:14:17,侯友宜,因為你***的生日對不對
348,0:14:17,0:14:19,侯友宜,對不對 還有這個喔
349,0:14:19,0:14:22,侯友宜,所以喔 哎呦是你們的心聲啊
350,0:14:22,0:14:24,侯友宜,你們有精神觀被面談
351,0:14:24,0:14:25,侯友宜,對不對
352,0:14:25,0:14:26,侯友宜,所以喔
353,0:14:26,0:14:29,侯友宜,整個境外面談制度要改對不對
354,0:14:29,0:14:30,觀眾,對
355,0:14:30,0:14:31,侯友宜,要不要改
356,0:14:31,0:14:32,觀眾,要
357,0:14:32,0:14:33,侯友宜,要喔
358,0:14:33,0:14:35,侯友宜,還有
359,0:14:35,0:14:38,侯友宜,講到你們有看過一個人
360,0:14:38,0:14:41,侯友宜,八尺門的辯護
361,0:14:41,0:14:44,侯友宜,八尺門的辯護人
362,0:14:44,0:14:46,侯友宜,這個短片裡面
363,0:14:46,0:14:47,侯友宜,你要看到喔
364,0:14:47,0:14:49,侯友宜,司法在審判過程當中
365,0:14:49,0:14:52,侯友宜,碰到一個外籍的
366,0:14:52,0:14:55,侯友宜,他沒有辦法
367,0:14:55,0:14:59,侯友宜,來透過整個他的語言去敘述
368,0:14:59,0:15:01,侯友宜,所以就要有通譯嘛
369,0:15:01,0:15:04,侯友宜,那法律一定要站在
370,0:15:04,0:15:06,侯友宜,你要替這個
371,0:15:06,0:15:09,侯友宜,外籍的這個新住民
372,0:15:09,0:15:11,侯友宜,來替他辯護嘛
373,0:15:11,0:15:13,侯友宜,這不然的話你變成語言不通
374,0:15:13,0:15:15,侯友宜,你也是弱勢喔
375,0:15:15,0:15:16,侯友宜,所以喔
376,0:15:16,0:15:19,侯友宜,要建立全國的同意平台
377,0:15:19,0:15:21,侯友宜,針對司法
378,0:15:21,0:15:22,侯友宜,醫療
379,0:15:22,0:15:24,侯友宜,勞資等爭議
380,0:15:24,0:15:27,侯友宜,要全部提供
381,0:15:27,0:15:28,侯友宜,通譯的服務
382,0:15:28,0:15:29,侯友宜,每一項
383,0:15:29,0:15:32,侯友宜,如果你打官司要有通譯在你旁邊
384,0:15:32,0:15:34,侯友宜,你如果有醫療的問題
385,0:15:34,0:15:35,侯友宜,要在旁邊
386,0:15:35,0:15:38,侯友宜,勞資糾紛的爭議都要在旁邊
387,0:15:38,0:15:40,侯友宜,幫你為你爭取權利
388,0:15:40,0:15:43,侯友宜,我們要藉著我們的翻譯、通譯
389,0:15:43,0:15:45,侯友宜,同意很清楚的保障各位的權益
390,0:15:45,0:15:46,侯友宜,對不對
391,0:15:46,0:15:47,觀眾,對
392,0:15:47,0:15:49,侯友宜,不然你剛才要學習語言
393,0:15:49,0:15:50,侯友宜,哪有那麼簡單的
394,0:15:50,0:15:52,侯友宜,要一段時間的
396,0:15:54,0:15:57,侯友宜,我們整個自主吧
397,0:15:57,0:15:59,侯友宜,我們整個全國的通譯
398,0:15:59,0:16:02,侯友宜,把他這個平台建構好
399,0:16:02,0:16:04,侯友宜,讓大家有保障權益
400,0:16:04,0:16:06,侯友宜,相對的有服務的機會
401,0:16:06,0:16:07,侯友宜,好
402,0:16:07,0:16:08,侯友宜,我要新設立一個
403,0:16:08,0:16:11,侯友宜,新住民語言中心
404,0:16:11,0:16:14,侯友宜,強化新住民的中文學習的網絡
405,0:16:14,0:16:17,侯友宜,還有增設閩、客、原語言班
406,0:16:17,0:16:19,侯友宜,同時培立和新二代
407,0:16:19,0:16:21,侯友宜,和新南向的語言文
408,0:16:21,0:16:22,侯友宜,人才
409,0:16:22,0:16:23,侯友宜,我這裡面特別報告
410,0:16:23,0:16:25,侯友宜,為什麼要講這個
411,0:16:25,0:16:27,侯友宜,你們想想看
412,0:16:27,0:16:28,侯友宜,剛來的時候
413,0:16:28,0:16:30,侯友宜,我們一個語言中心
414,0:16:30,0:16:32,侯友宜,可以用網絡學習
415,0:16:32,0:16:33,侯友宜,也可以你學閩南話
416,0:16:33,0:16:35,侯友宜,也可以學客家話
417,0:16:35,0:16:37,侯友宜,也可以學原住民
418,0:16:37,0:16:39,侯友宜,除了你們可以去學習以外
419,0:16:39,0:16:40,侯友宜,還有一點
420,0:16:40,0:16:43,侯友宜,你們也可以回來幫大家
421,0:16:43,0:16:46,侯友宜,因為有了熟的新住民的朋友
422,0:16:46,0:16:48,侯友宜,中文就很熟練了
423,0:16:48,0:16:51,侯友宜,你可以來教我們台灣人
424,0:16:51,0:16:53,侯友宜,教越南話
425,0:16:53,0:16:55,侯友宜,教
426,0:16:55,0:16:57,侯友宜,比如說柬埔寨
427,0:16:57,0:16:58,侯友宜,教泰國話
428,0:16:58,0:16:59,侯友宜,為什麼
429,0:16:59,0:17:01,侯友宜,大家國際融合
430,0:17:01,0:17:03,侯友宜,培立新的二代
431,0:17:03,0:17:04,侯友宜,還有新南向語言
432,0:17:04,0:17:06,侯友宜,台灣人以後
433,0:17:06,0:17:07,侯友宜,比如說
434,0:17:07,0:17:09,侯友宜,要到泰國去
435,0:17:09,0:17:11,侯友宜,要到緬甸去
436,0:17:11,0:17:13,侯友宜,要到柬埔寨去
437,0:17:13,0:17:15,侯友宜,要到越南去
438,0:17:15,0:17:17,侯友宜,那你們來教他們會懂
439,0:17:17,0:17:18,侯友宜,然後可以新南向
440,0:17:18,0:17:20,侯友宜,大家一起交流
441,0:17:20,0:17:23,侯友宜,我們就變成一個國際村的語言
442,0:17:23,0:17:24,侯友宜,對不對
443,0:17:24,0:17:25,侯友宜,所以我們要疲力信念
444,0:17:25,0:17:27,侯友宜,然後讓新二代
445,0:17:27,0:17:28,侯友宜,所以新二代
446,0:17:28,0:17:30,侯友宜,不至於你們的二代以外
447,0:17:30,0:17:32,侯友宜,所有人都可以把語言學習好
448,0:17:32,0:17:34,侯友宜,去打國際盃
449,0:17:34,0:17:36,侯友宜,最重要的
450,0:17:36,0:17:38,侯友宜,就業平權的環境
451,0:17:38,0:17:41,侯友宜,放寬證照考試資格
452,0:17:41,0:17:44,侯友宜,開設高階職訓班
453,0:17:44,0:17:47,侯友宜,放寬你們的考證照的資格
454,0:17:47,0:17:50,侯友宜,有時候你看你們的護理社工
455,0:17:50,0:17:51,侯友宜,甚至美髮
456,0:17:51,0:17:53,侯友宜,你們都一流了
457,0:17:53,0:17:55,侯友宜,你看越南
458,0:17:55,0:17:57,侯友宜,那个美髮一流了
459,0:17:57,0:17:58,侯友宜,你這個證照
460,0:17:58,0:17:59,侯友宜,不要老是用語言那一關
461,0:17:59,0:18:01,侯友宜,那麼嚴重讓他
462,0:18:01,0:18:03,侯友宜,沒有辦法考到證照
463,0:18:03,0:18:04,侯友宜,對不對
464,0:18:04,0:18:06,侯友宜,你們要有證照才有保障
465,0:18:06,0:18:07,侯友宜,所以我們要
466,0:18:07,0:18:10,侯友宜,開放放寬證照考試資格
467,0:18:10,0:18:13,侯友宜,開設高階的職訓班
468,0:18:13,0:18:14,侯友宜,不斷的訓練你們
469,0:18:14,0:18:17,侯友宜,讓你們技能越來越精進
470,0:18:17,0:18:19,侯友宜,那輔導你們可以考上證照
471,0:18:19,0:18:23,侯友宜,可以在台灣創造更多的經濟力
472,0:18:23,0:18:24,侯友宜,這對不對
473,0:18:24,0:18:25,觀眾,對
474,0:18:25,0:18:26,侯友宜,好 還有一個很重要
475,0:18:26,0:18:27,侯友宜,最後一個很重要
477,0:18:29,0:18:30,侯友宜,好 對了對了
478,0:18:30,0:18:31,侯友宜,所以我要跟你講了嘛
479,0:18:31,0:18:33,侯友宜,就講到你的心聲嘛
480,0:18:33,0:18:35,侯友宜,所以還有一個
481,0:18:35,0:18:38,侯友宜,我要成立新的移民委員會
482,0:18:38,0:18:41,侯友宜,推動新住民基本法
483,0:18:41,0:18:42,侯友宜,來保障大家
484,0:18:42,0:18:46,侯友宜,一切用法律來保障新住民
485,0:18:46,0:18:52,侯友宜,所以成立一個移民委員會
486,0:18:52,0:18:53,侯友宜,所有移民過來的
487,0:18:53,0:18:56,侯友宜,我們來保障大家
488,0:18:56,0:18:59,侯友宜,然後推動新住民的基本法
489,0:18:59,0:19:01,侯友宜,用法律來保障所有的大家
490,0:19:01,0:19:02,侯友宜,只要是新住民
491,0:19:02,0:19:03,侯友宜,我們用法令
492,0:19:03,0:19:06,侯友宜,然後讓大家能夠新住民
493,0:19:06,0:19:09,侯友宜,跟我們所有人都一樣平衡
736,0:25:32,0:25:33,記者,市長我們想要問一下
737,0:25:33,0:25:35,記者,是21號那天是跟柯市長討論什麼
739,0:25:36,0:25:37,記者,那為什麼會有短片說
740,0:25:37,0:25:39,記者,最後是可以接受當副手
741,0:25:39,0:25:40,記者,那你現在是不是特殊的
742,0:25:40,0:25:41,記者,都應該要再提一條
743,0:25:41,0:25:42,記者,想要講一下
744,0:25:42,0:25:45,侯友宜,其實在21號之前
745,0:25:45,0:25:50,侯友宜,朱主席就跟柯市長見過面了
746,0:25:50,0:25:52,侯友宜,我們大家都有一個共同方面
747,0:25:52,0:25:54,侯友宜,很早我們就已經決定
748,0:25:54,0:25:58,侯友宜,我們要組成一個聯隊
749,0:25:58,0:26:01,侯友宜,就是一個組合的隊伍
750,0:26:01,0:26:04,侯友宜,絕對不是一個單一淘汰賽
751,0:26:04,0:26:06,侯友宜,所以不管朱主席很早
752,0:26:06,0:26:08,侯友宜,跟柯主席見面
753,0:26:08,0:26:10,侯友宜,也是在說這件事情
754,0:26:10,0:26:13,侯友宜,包括21號我也是在說這個事情
755,0:26:13,0:26:16,侯友宜,這才是一個最重要的關鍵
756,0:26:16,0:26:18,侯友宜,為什麼時間見了很多次面
757,0:26:18,0:26:21,侯友宜,到這個時間點我才對外說明
758,0:26:21,0:26:25,侯友宜,是因為藍白既然要合
759,0:26:25,0:26:28,侯友宜,也是六成以上的民意
760,0:26:28,0:26:31,侯友宜,希望政黨輪替藍白合作
761,0:26:31,0:26:33,侯友宜,那既然是藍白就是合作
762,0:26:33,0:26:35,侯友宜,就不是聯合遊戲
763,0:26:35,0:26:37,侯友宜,不是淘汰遊戲
764,0:26:37,0:26:40,侯友宜,就是要主張出來一組
765,0:26:40,0:26:43,侯友宜,最堅強的候選人
766,0:26:43,0:26:47,侯友宜,然後各自有自己的支持者的群眾
767,0:26:47,0:26:50,侯友宜,兩個人在一張選票裡面
768,0:26:50,0:26:54,侯友宜,大家可以支持我們自己的人
769,0:26:54,0:26:56,侯友宜,在這張的選票
770,0:26:56,0:26:58,侯友宜,所以藍白是一種合作
771,0:26:58,0:27:00,侯友宜,不是聯合遊戲
772,0:27:00,0:27:03,侯友宜,所以從一開始不是在21號
773,0:27:03,0:27:05,侯友宜,21號之前
774,0:27:05,0:27:08,侯友宜,就一直朱主席有講過了
775,0:27:08,0:27:14,侯友宜,那21號是在跟柯文哲在說
776,0:27:14,0:27:19,侯友宜,我們最要的前提就是要藍白合作
777,0:27:19,0:27:22,侯友宜,不是一個人贏了就全拿
778,0:27:22,0:27:24,侯友宜,全部都是要歸隊
779,0:27:24,0:27:25,侯友宜,不是這樣子
780,0:27:25,0:27:27,侯友宜,這樣子我們的支持者
781,0:27:27,0:27:30,侯友宜,面對這樣子恐怕很難接受
782,0:27:30,0:27:32,侯友宜,一定是要大家一起合作
783,0:27:32,0:27:34,侯友宜,所以這才是最重要的關鍵
784,0:27:34,0:27:39,侯友宜,所以我們期待的是一個團隊的合作
785,0:27:39,0:27:41,侯友宜,不管誰當投手誰當捕手
786,0:27:41,0:27:44,侯友宜,大家都是並肩往前走
787,0:27:44,0:27:46,侯友宜,當然這裡面是一道開開的
788,0:27:46,0:27:48,侯友宜,是要做全民調
789,0:27:48,0:27:52,侯友宜,那國民黨這邊主張民主初選
790,0:27:52,0:27:55,侯友宜,那因為大家有時間的壓力
791,0:27:55,0:27:58,侯友宜,大家說了底線的時間有壓力
792,0:27:58,0:28:00,侯友宜,所以我也說
793,0:28:00,0:28:02,侯友宜,那隔一天我們再繼續談
794,0:28:02,0:28:04,侯友宜,柯主席沒有回應
795,0:28:04,0:28:06,侯友宜,那我期盼的就是說
796,0:28:06,0:28:08,侯友宜,我們所有的方式
797,0:28:08,0:28:11,侯友宜,其實大家都可以採折衷辦法
798,0:28:11,0:28:14,侯友宜,那比如說全民票一半
799,0:28:14,0:28:16,侯友宜,那民主初選一半
800,0:28:16,0:28:18,侯友宜,那我們民主初選這個部分
801,0:28:18,0:28:20,侯友宜,其實我們都已經準備好了
802,0:28:20,0:28:24,侯友宜,就靜待柯主席在整個
803,0:28:24,0:28:26,侯友宜,他提出的比賽的方式底下
804,0:28:26,0:28:29,侯友宜,把兩個方式大家共同
805,0:28:29,0:28:32,侯友宜,來用折衷辦法來面對
806,0:28:32,0:28:36,侯友宜,如何產生這一組的最強的候選人
807,0:28:36,0:28:39,記者,市長那我說到如果他明天之前沒有回應的話
808,0:28:39,0:28:40,記者,那這樣比賽就結束
809,0:28:40,0:28:43,記者,要進入政黨協商的部分
810,0:28:43,0:28:46,侯友宜,今天我想這樣子說啦
811,0:28:46,0:28:48,侯友宜,因為時間很急迫了
812,0:28:48,0:28:51,侯友宜,不管是民主初選的底線
813,0:28:51,0:28:54,侯友宜,大概有十天的運作期嘛
814,0:28:54,0:28:57,侯友宜,那再加上全民調要五六天嘛
815,0:28:57,0:29:00,侯友宜,他們的時間是11月1號，我們的時間是11月5號
816,0:29:00,0:29:02,侯友宜,所以在這兩三天大概就要決定
817,0:29:02,0:29:05,侯友宜,要不要用這樣一個初選的方式
